Day,Month,Year,gglCountry,Type,DisasterID,gglAddress,TotAffected
7,3,2004,Madagascar,Storm,2004-0103-MDG,"Toliara, Madagascar",185558
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Ambatondrazaka, Madagascar",31844
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Antananarivo, Madagascar",91767
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Antsirabe, Madagascar",52612
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Fenoarivo Atsinanana, Madagascar",50378
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Fianarantsoa, Madagascar",36708
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Ihosy, Madagascar",10615
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Manakara, Madagascar",36418
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Mananjary, Madagascar",17898
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Miarinarivo, Madagascar",22775
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Sambava, Madagascar",28483
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Toamasina, Madagascar",37649
7,3,2017,Madagascar,Storm,2017-0075-MDG,"Tsiroanomandidy, Madagascar",17107
8,2,2007,Madagascar,Flood,2007-0069-MDG,"Antananarivo, Madagascar",33000
8,5,2003,Madagascar,Storm,2003-0218-MDG,"Toamasina, Madagascar",162086
9,4,1984,Madagascar,Storm,1984-0034-MDG,"Antsiranana, Madagascar",48967
9,4,1984,Madagascar,Storm,1984-0034-MDG,"Mahajanga, Madagascar",51248
9,5,2002,Madagascar,Storm,2002-0281-MDG,"Antsiranana, Madagascar",100695
9,5,2002,Madagascar,Storm,2002-0281-MDG,"Fenoarivo Atsinanana, Madagascar",130415
9,5,2002,Madagascar,Storm,2002-0281-MDG,"Sambava, Madagascar",127095
9,5,2002,Madagascar,Storm,2002-0281-MDG,"Toamasina, Madagascar",167995
9,12,2003,Madagascar,Storm,2003-0602-MDG,"Antsiranana, Madagascar",72
9,12,2003,Madagascar,Storm,2003-0602-MDG,"Sambava, Madagascar",92
9,12,2019,Madagascar,Storm,2019-0601-MDG,"Antsiranana, Madagascar",6377
9,12,2019,Madagascar,Storm,2019-0601-MDG,"Mahajanga, Madagascar",6674
9,12,2019,Madagascar,Storm,2019-0601-MDG,"Maintirano, Madagascar",2220
9,12,2019,Madagascar,Storm,2019-0601-MDG,"Morondava, Madagascar",5021
10,1,1996,Madagascar,Storm,1996-0060-MDG,"Fenoarivo Atsinanana, Madagascar",43703
10,1,1996,Madagascar,Storm,1996-0060-MDG,"Toamasina, Madagascar",56297
10,3,2010,Madagascar,Storm,2010-0104-MDG,"Ambatondrazaka, Madagascar",54529
10,3,2010,Madagascar,Storm,2010-0104-MDG,"Farafangana, Madagascar",44590
10,3,2010,Madagascar,Storm,2010-0104-MDG,"Manakara, Madagascar",62363
10,3,2010,Madagascar,Storm,2010-0104-MDG,"Mananjary, Madagascar",30649
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Ambatondrazaka, Madagascar",645
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Ambovombe-Androy, Madagascar",464
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Antananarivo, Madagascar",1859
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Antsirabe, Madagascar",1066
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Antsiranana, Madagascar",457
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Antsohihy, Madagascar",771
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Farafangana, Madagascar",528
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Fenoarivo Atsinanana, Madagascar",1021
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Fianarantsoa, Madagascar",744
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Ihosy, Madagascar",215
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Maevatanana, Madagascar",203
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Mahajanga, Madagascar",479
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Maintirano, Madagascar",159
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Manakara, Madagascar",738
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Mananjary, Madagascar",363
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Miarinarivo, Madagascar",461
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Morondava, Madagascar",360
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Sambava, Madagascar",577
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Taolagnaro, Madagascar",416
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Toamasina, Madagascar",763
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Toliara, Madagascar",925
10,12,1983,Madagascar,Storm,1983-0157-MDG,"Tsiroanomandidy, Madagascar",347
13,1,1994,Madagascar,Storm,1994-0009-MDG,"Ambatondrazaka, Madagascar",79907
13,1,1994,Madagascar,Storm,1994-0009-MDG,"Ambovombe-Androy, Madagascar",57495
13,1,1994,Madagascar,Storm,1994-0009-MDG,"Fenoarivo Atsinanana, Madagascar",106149
13,1,1994,Madagascar,Storm,1994-0009-MDG,"Morondava, Madagascar",44588
13,1,1994,Madagascar,Storm,1994-0009-MDG,"Toamasina, Madagascar",94474
13,1,1994,Madagascar,Storm,1994-0009-MDG,"Toliara, Madagascar",114503
13,1,1994,Madagascar,Storm,1994-0009-MDG,"Tsiroanomandidy, Madagascar",42927
13,3,2020,Madagascar,Storm,2020-0103-MDG,"Fenoarivo Atsinanana, Madagascar",1621
13,3,2020,Madagascar,Storm,2020-0103-MDG,"Sambava, Madagascar",1579
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Ambovombe-Androy, Madagascar",6457
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Antananarivo, Madagascar",25861
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Antsohihy, Madagascar",10723
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Farafangana, Madagascar",7338
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Fenoarivo Atsinanana, Madagascar",8237
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Ihosy, Madagascar",2991
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Mahajanga, Madagascar",6656
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Maintirano, Madagascar",2214
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Manakara, Madagascar",10263
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Mananjary, Madagascar",5044
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Morondava, Madagascar",5008
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Sambava, Madagascar",8027
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Taolagnaro, Madagascar",5785
14,2,2011,Madagascar,Storm,2011-0057-MDG,"Toamasina, Madagascar",10610
14,2,2012,Madagascar,Storm,2012-0043-MDG,"Ambatondrazaka, Madagascar",39988
14,2,2012,Madagascar,Storm,2012-0043-MDG,"Antananarivo, Madagascar",115236
14,2,2012,Madagascar,Storm,2012-0043-MDG,"Antsohihy, Madagascar",47782
14,2,2012,Madagascar,Storm,2012-0043-MDG,"Toamasina, Madagascar",47278
14,3,2018,Madagascar,Storm,2018-0086-MDG,"Ambatondrazaka, Madagascar",7922
14,3,2018,Madagascar,Storm,2018-0086-MDG,"Antsiranana, Madagascar",5614
14,3,2018,Madagascar,Storm,2018-0086-MDG,"Antsohihy, Madagascar",9466
14,3,2018,Madagascar,Storm,2018-0086-MDG,"Fenoarivo Atsinanana, Madagascar",7271
14,3,2018,Madagascar,Storm,2018-0086-MDG,"Manakara, Madagascar",9060
14,3,2018,Madagascar,Storm,2018-0086-MDG,"Mananjary, Madagascar",4453
14,3,2018,Madagascar,Storm,2018-0086-MDG,"Sambava, Madagascar",7086
15,3,1986,Madagascar,Storm,1986-0042-MDG,"Ambatondrazaka, Madagascar",19824
15,3,1986,Madagascar,Storm,1986-0042-MDG,"Fenoarivo Atsinanana, Madagascar",18195
15,3,1986,Madagascar,Storm,1986-0042-MDG,"Fianarantsoa, Madagascar",22852
15,3,1986,Madagascar,Storm,1986-0042-MDG,"Toamasina, Madagascar",23438
15,3,2007,Madagascar,Storm,2007-0095-MDG,"Antsiranana, Madagascar",41041
15,3,2007,Madagascar,Storm,2007-0095-MDG,"Antsohihy, Madagascar",69201
15,3,2007,Madagascar,Storm,2007-0095-MDG,"Fenoarivo Atsinanana, Madagascar",53154
15,3,2007,Madagascar,Storm,2007-0095-MDG,"Sambava, Madagascar",51801
15,3,2019,Madagascar,Storm,2019-0110-MDG,"Maintirano, Madagascar",1100
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Ambatondrazaka, Madagascar",11685
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Antananarivo, Madagascar",33675
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Antsirabe, Madagascar",19306
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Antsiranana, Madagascar",8281
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Antsohihy, Madagascar",13963
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Farafangana, Madagascar",9555
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Fenoarivo Atsinanana, Madagascar",7761
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Fianarantsoa, Madagascar",13470
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Maevatanana, Madagascar",3672
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Mahajanga, Madagascar",8667
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Maintirano, Madagascar",2883
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Manakara, Madagascar",13364
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Mananjary, Madagascar",6568
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Miarinarivo, Madagascar",8358
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Morondava, Madagascar",6520
16,1,2015,Madagascar,Storm,2015-0016-MDG,"Tsiroanomandidy, Madagascar",6277
16,2,1991,Madagascar,Storm,1991-0344-MDG,"Mahajanga, Madagascar",85264
16,2,1991,Madagascar,Storm,1991-0344-MDG,"Toliara, Madagascar",164736
17,2,2000,Madagascar,Storm,2000-0107-MDG,"Antananarivo, Madagascar",208538
17,2,2000,Madagascar,Storm,2000-0107-MDG,"Antsirabe, Madagascar",119560
17,2,2000,Madagascar,Storm,2000-0107-MDG,"Fenoarivo Atsinanana, Madagascar",114483
17,2,2000,Madagascar,Storm,2000-0107-MDG,"Morondava, Madagascar",40379
17,2,2000,Madagascar,Storm,2000-0107-MDG,"Sambava, Madagascar",64727
17,2,2000,Madagascar,Storm,2000-0107-MDG,"Toamasina, Madagascar",85557
17,2,2000,Madagascar,Storm,2000-0107-MDG,"Toliara, Madagascar",103694
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Ambatondrazaka, Madagascar",40307
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Antananarivo, Madagascar",116155
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Antsohihy, Madagascar",48163
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Farafangana, Madagascar",32960
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Fenoarivo Atsinanana, Madagascar",36994
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Fianarantsoa, Madagascar",46463
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Maevatanana, Madagascar",12667
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Mahajanga, Madagascar",29894
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Manakara, Madagascar",46097
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Mananjary, Madagascar",22655
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Morondava, Madagascar",22491
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Toamasina, Madagascar",47655
17,2,2008,Madagascar,Storm,2008-0070-MDG,"Tsiroanomandidy, Madagascar",21653
17,3,2009,Madagascar,Storm,2009-0123-MDG,"Ambovombe-Androy, Madagascar",724
17,3,2009,Madagascar,Storm,2009-0123-MDG,"Morondava, Madagascar",561
17,3,2009,Madagascar,Storm,2009-0123-MDG,"Taolagnaro, Madagascar",649
17,3,2009,Madagascar,Storm,2009-0123-MDG,"Toliara, Madagascar",1442
18,1,2003,Madagascar,Flood,2003-0037-MDG,"Antananarivo, Madagascar",9126
18,1,2003,Madagascar,Flood,2003-0037-MDG,"Antsohihy, Madagascar",3784
18,1,2003,Madagascar,Flood,2003-0037-MDG,"Farafangana, Madagascar",2590
18,1,2003,Madagascar,Flood,2003-0037-MDG,"Maevatanana, Madagascar",995
18,1,2003,Madagascar,Flood,2003-0037-MDG,"Mahajanga, Madagascar",2349
18,1,2003,Madagascar,Flood,2003-0037-MDG,"Maintirano, Madagascar",781
18,1,2003,Madagascar,Flood,2003-0037-MDG,"Toamasina, Madagascar",3744
18,2,2021,Madagascar,Flood,2021-0090-MDG,"Ambatondrazaka, Madagascar",299
18,2,2021,Madagascar,Flood,2021-0090-MDG,"Antananarivo, Madagascar",861
18,2,2021,Madagascar,Flood,2021-0090-MDG,"Maintirano, Madagascar",74
18,2,2021,Madagascar,Flood,2021-0090-MDG,"Morondava, Madagascar",167
19,1,2009,Madagascar,Storm,2009-0047-MDG,"Antsohihy, Madagascar",13801
19,1,2009,Madagascar,Storm,2009-0047-MDG,"Fenoarivo Atsinanana, Madagascar",18273
19,1,2009,Madagascar,Storm,2009-0047-MDG,"Morondava, Madagascar",6445
19,1,2009,Madagascar,Storm,2009-0047-MDG,"Sambava, Madagascar",10331
19,1,2009,Madagascar,Storm,2009-0047-MDG,"Toamasina, Madagascar",13656
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Ambatondrazaka, Madagascar",203
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Antananarivo, Madagascar",585
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Antsirabe, Madagascar",336
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Fenoarivo Atsinanana, Madagascar",135
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Fianarantsoa, Madagascar",234
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Maevatanana, Madagascar",64
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Mahajanga, Madagascar",151
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Miarinarivo, Madagascar",145
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Sambava, Madagascar",182
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Toamasina, Madagascar",240
19,8,2017,Madagascar,Epidemic,2017-0411-MDG,"Tsiroanomandidy, Madagascar",109
20,12,1981,Madagascar,Storm,1981-0110-MDG,"Antsiranana, Madagascar",118000
22,1,2005,Madagascar,Storm,2005-0048-MDG,"Ambovombe-Androy, Madagascar",2669
22,1,2005,Madagascar,Storm,2005-0048-MDG,"Toliara, Madagascar",5316
22,2,2013,Madagascar,Storm,2013-0032-MDG,"Antananarivo, Madagascar",23823
22,2,2013,Madagascar,Storm,2013-0032-MDG,"Morondava, Madagascar",4613
22,2,2013,Madagascar,Storm,2013-0032-MDG,"Toliara, Madagascar",11846
23,1,2021,Madagascar,Storm,2021-0036-MDG,"Fenoarivo Atsinanana, Madagascar",306
23,1,2021,Madagascar,Storm,2021-0036-MDG,"Sambava, Madagascar",299
23,1,2021,Madagascar,Storm,2021-0036-MDG,"Toamasina, Madagascar",395
24,1,1997,Madagascar,Storm,1997-0013-MDG,"Farafangana, Madagascar",250148
24,1,1997,Madagascar,Storm,1997-0013-MDG,"Manakara, Madagascar",349852
24,1,2012,Madagascar,Storm,2012-0005-MDG,"Maintirano, Madagascar",33
24,1,2012,Madagascar,Storm,2012-0005-MDG,"Morondava, Madagascar",75
24,1,2012,Madagascar,Storm,2012-0005-MDG,"Toliara, Madagascar",192
24,3,1999,Madagascar,Epidemic,1999-0490-MDG,"Antananarivo, Madagascar",5398
24,3,1999,Madagascar,Epidemic,1999-0490-MDG,"Antsiranana, Madagascar",1327
24,3,1999,Madagascar,Epidemic,1999-0490-MDG,"Fianarantsoa, Madagascar",2159
24,3,1999,Madagascar,Epidemic,1999-0490-MDG,"Mahajanga, Madagascar",1389
24,3,1999,Madagascar,Epidemic,1999-0490-MDG,"Toamasina, Madagascar",2215
24,3,1999,Madagascar,Epidemic,1999-0490-MDG,"Toliara, Madagascar",2684
24,3,2005,Madagascar,Flood,2005-0165-MDG,"Taolagnaro, Madagascar",900
25,12,2006,Madagascar,Storm,2006-0687-MDG,"Mahajanga, Madagascar",138
25,12,2006,Madagascar,Storm,2006-0687-MDG,"Sambava, Madagascar",166
26,1,2004,Madagascar,Storm,2004-0029-MDG,"Antananarivo, Madagascar",17268
26,1,2004,Madagascar,Storm,2004-0029-MDG,"Fianarantsoa, Madagascar",6907
26,1,2004,Madagascar,Storm,2004-0029-MDG,"Mahajanga, Madagascar",4444
26,1,2004,Madagascar,Storm,2004-0029-MDG,"Toamasina, Madagascar",7084
26,1,2004,Madagascar,Storm,2004-0029-MDG,"Toliara, Madagascar",8586
26,2,2012,Madagascar,Storm,2012-0056-MDG,"Ambatondrazaka, Madagascar",8883
26,2,2012,Madagascar,Storm,2012-0056-MDG,"Antananarivo, Madagascar",25598
26,2,2012,Madagascar,Storm,2012-0056-MDG,"Antsiranana, Madagascar",6295
26,2,2012,Madagascar,Storm,2012-0056-MDG,"Farafangana, Madagascar",7264
26,2,2012,Madagascar,Storm,2012-0056-MDG,"Fenoarivo Atsinanana, Madagascar",8153
26,2,2012,Madagascar,Storm,2012-0056-MDG,"Manakara, Madagascar",10159
26,2,2012,Madagascar,Storm,2012-0056-MDG,"Mananjary, Madagascar",4993
26,2,2012,Madagascar,Storm,2012-0056-MDG,"Sambava, Madagascar",7945
26,2,2012,Madagascar,Storm,2012-0056-MDG,"Taolagnaro, Madagascar",5726
27,1,2008,Madagascar,Storm,2008-0043-MDG,"Antananarivo, Madagascar",6413
27,1,2008,Madagascar,Storm,2008-0043-MDG,"Mahajanga, Madagascar",1651
27,1,2008,Madagascar,Storm,2008-0043-MDG,"Maintirano, Madagascar",549
27,2,2015,Madagascar,Flood,2015-0057-MDG,"Antananarivo, Madagascar",24000
28,1,1982,Madagascar,Storm,1982-0147-MDG,"Morondava, Madagascar",13537
28,1,1982,Madagascar,Storm,1982-0147-MDG,"Sambava, Madagascar",21700
28,1,1982,Madagascar,Storm,1982-0147-MDG,"Toliara, Madagascar",34763
29,1,2003,Madagascar,Storm,2003-0065-MDG,"Farafangana, Madagascar",74
29,1,2003,Madagascar,Storm,2003-0065-MDG,"Fenoarivo Atsinanana, Madagascar",83
29,1,2003,Madagascar,Storm,2003-0065-MDG,"Manakara, Madagascar",104
29,1,2003,Madagascar,Storm,2003-0065-MDG,"Mananjary, Madagascar",51
29,1,2003,Madagascar,Storm,2003-0065-MDG,"Sambava, Madagascar",81
29,1,2003,Madagascar,Storm,2003-0065-MDG,"Toamasina, Madagascar",107
29,3,2014,Madagascar,Storm,2014-0092-MDG,"Antsiranana, Madagascar",384
29,3,2014,Madagascar,Storm,2014-0092-MDG,"Antsohihy, Madagascar",647
29,3,2014,Madagascar,Storm,2014-0092-MDG,"Maevatanana, Madagascar",170
29,3,2014,Madagascar,Storm,2014-0092-MDG,"Mahajanga, Madagascar",402
29,3,2014,Madagascar,Storm,2014-0092-MDG,"Maintirano, Madagascar",134
29,12,1986,Madagascar,Flood,1986-0144-MDG,"Antananarivo, Madagascar",28223
30,1,2013,Madagascar,Storm,2013-0026-MDG,"Farafangana, Madagascar",681
30,1,2013,Madagascar,Storm,2013-0026-MDG,"Fenoarivo Atsinanana, Madagascar",765
30,1,2013,Madagascar,Storm,2013-0026-MDG,"Manakara, Madagascar",953
30,1,2013,Madagascar,Storm,2013-0026-MDG,"Mananjary, Madagascar",468
30,1,2013,Madagascar,Storm,2013-0026-MDG,"Sambava, Madagascar",745
