region,date,type,price,units_sold
Great_Lakes,8/16/15,Organic,1.72,92086
Great_Lakes,8/23/15,Conventional,1.14,2849127.29
Great_Lakes,8/23/15,Organic,1.59,107306.08
Great_Lakes,8/30/15,Conventional,1.04,3388803.79
Great_Lakes,8/30/15,Organic,1.56,96236.54
Great_Lakes,9/6/15,Conventional,1.07,3272555.01
Great_Lakes,9/6/15,Organic,1.61,95931.87
Great_Lakes,9/13/15,Conventional,1.03,3532480.92
Great_Lakes,9/13/15,Organic,1.67,83530.33
Great_Lakes,9/20/15,Conventional,1.02,3336245.24
Great_Lakes,9/20/15,Organic,1.68,75306.07
Great_Lakes,9/27/15,Conventional,1.1,2770074.76
Great_Lakes,9/27/15,Organic,1.66,70809.98
Great_Lakes,10/4/15,Conventional,1.05,2814678.93
Great_Lakes,10/4/15,Organic,1.67,70410.49
Great_Lakes,10/11/15,Conventional,1.02,3004133.39
Great_Lakes,10/11/15,Organic,1.6,69918.93
Great_Lakes,10/18/15,Conventional,1.03,2981549.94
Great_Lakes,10/18/15,Organic,1.6,75238.38
Great_Lakes,10/25/15,Conventional,1.1,2671535.94
Great_Lakes,10/25/15,Organic,1.58,77066.63
Great_Lakes,11/1/15,Conventional,1,3229124.75
Great_Lakes,11/1/15,Organic,1.59,75586.78
Great_Lakes,11/8/15,Conventional,0.98,3184946.53
Great_Lakes,11/8/15,Organic,1.54,77222.36
Great_Lakes,11/15/15,Conventional,1.09,2494044.41
Great_Lakes,11/15/15,Organic,1.54,72434.15
Great_Lakes,11/22/15,Conventional,1.03,2601821.63
Great_Lakes,11/22/15,Organic,1.57,67773.07
Great_Lakes,11/29/15,Conventional,1.07,2198408.92
Great_Lakes,11/29/15,Organic,1.61,59169.17
Great_Lakes,12/6/15,Conventional,1,2981347.2
Great_Lakes,12/6/15,Organic,1.6,71502.74
Great_Lakes,12/13/15,Conventional,1.03,2608448.06
Great_Lakes,12/13/15,Organic,1.53,65341.66
Great_Lakes,12/20/15,Conventional,1.01,2504745.45
Great_Lakes,12/20/15,Organic,1.55,62669.16
Great_Lakes,12/27/15,Conventional,1.01,2580602.96
Great_Lakes,12/27/15,Organic,1.49,66775.85
Great_Lakes,1/3/16,Conventional,0.92,4065583.41
Great_Lakes,1/3/16,Organic,1.44,83325.98
Great_Lakes,1/10/16,Conventional,1.06,3310201.06
Great_Lakes,1/10/16,Organic,1.48,112034.52
Great_Lakes,1/17/16,Conventional,1.05,3166941.66
Great_Lakes,1/17/16,Organic,1.46,91071.06
Great_Lakes,1/24/16,Conventional,0.95,3806974.62
Great_Lakes,1/24/16,Organic,1.31,102833.87
Great_Lakes,1/31/16,Conventional,1.04,3330752.29
Great_Lakes,1/31/16,Organic,1.45,89574.32
Great_Lakes,2/7/16,Conventional,0.85,4865296.26
Great_Lakes,2/7/16,Organic,1.41,94983.64
Great_Lakes,2/14/16,Conventional,0.96,3386951.48
Great_Lakes,2/14/16,Organic,1.34,100217.44
Great_Lakes,2/21/16,Conventional,1.07,2837626.92
Great_Lakes,2/21/16,Organic,1.38,100551.65
Great_Lakes,2/28/16,Conventional,1.05,3419909.75
Great_Lakes,2/28/16,Organic,1.48,99353.21
Great_Lakes,3/6/16,Conventional,0.98,3818114.32
Great_Lakes,3/6/16,Organic,1.42,98803.23
Great_Lakes,3/13/16,Conventional,1.03,3145897.89
Great_Lakes,3/13/16,Organic,1.33,106057.37
Great_Lakes,3/20/16,Conventional,1.06,3368333.6
Great_Lakes,3/20/16,Organic,1.24,131022.13
Great_Lakes,3/27/16,Conventional,0.97,3557777.32
Great_Lakes,3/27/16,Organic,1.33,122736.25
Great_Lakes,4/3/16,Conventional,1.04,2968139.47
Great_Lakes,4/3/16,Organic,1.45,103615.27
Great_Lakes,4/10/16,Conventional,1.05,3126127.34
Great_Lakes,4/10/16,Organic,1.36,119113.13
Great_Lakes,4/17/16,Conventional,0.98,4154218.26
Great_Lakes,4/17/16,Organic,1.33,122388.94
Great_Lakes,4/24/16,Conventional,0.96,3735389.44
Great_Lakes,4/24/16,Organic,1.28,150140.95
Great_Lakes,5/1/16,Conventional,0.94,3801508.26
Great_Lakes,5/1/16,Organic,1.4,121983.64
Great_Lakes,5/8/16,Conventional,0.94,4460481.53
Great_Lakes,5/8/16,Organic,1.39,123789.24
Great_Lakes,5/15/16,Conventional,0.91,4324700.33
Great_Lakes,5/15/16,Organic,1.42,119264.62
Great_Lakes,5/22/16,Conventional,1,3705262.31
Great_Lakes,5/22/16,Organic,1.26,141771.45
Great_Lakes,5/29/16,Conventional,1.05,3925300.14
Great_Lakes,5/29/16,Organic,1.24,161868.25
Great_Lakes,6/5/16,Conventional,1.01,4188245.99
Great_Lakes,6/5/16,Organic,1.13,170250.47
Great_Lakes,6/12/16,Conventional,1.15,3443333.94
Great_Lakes,6/12/16,Organic,1.34,152083.91
Great_Lakes,6/19/16,Conventional,1.1,3955098.89
Great_Lakes,6/19/16,Organic,1.23,160564.92
Great_Lakes,6/26/16,Conventional,1.13,3643417.33
Great_Lakes,6/26/16,Organic,1.34,129807.8
Great_Lakes,7/3/16,Conventional,1.13,4020724.58
Great_Lakes,7/3/16,Organic,1.22,110335.56
Great_Lakes,7/10/16,Conventional,1.24,3327062.2
Great_Lakes,7/10/16,Organic,1.16,130838.45
Great_Lakes,7/17/16,Conventional,1.25,3267857.63
Great_Lakes,7/17/16,Organic,1.33,139949.09
Great_Lakes,7/24/16,Conventional,1.32,3212818.19
Great_Lakes,7/24/16,Organic,1.67,112800.57
Great_Lakes,7/31/16,Conventional,1.34,3013426.04
Great_Lakes,7/31/16,Organic,1.66,116608.12
Great_Lakes,8/7/16,Conventional,1.33,3106108.92
Great_Lakes,8/7/16,Organic,1.57,126449.62
Great_Lakes,8/14/16,Conventional,1.3,3134414.15
Great_Lakes,8/14/16,Organic,1.67,116220.19
Great_Lakes,8/21/16,Conventional,1.34,2933973.86
Great_Lakes,8/21/16,Organic,1.65,119045.99
Great_Lakes,8/28/16,Conventional,1.27,3025330.44
Great_Lakes,8/28/16,Organic,1.29,151771.49
Great_Lakes,9/4/16,Conventional,1.3,3084199.23
Great_Lakes,9/4/16,Organic,1.47,139374.22
Great_Lakes,9/11/16,Conventional,1.3,3078051.63
Great_Lakes,9/11/16,Organic,1.43,135309.51
Great_Lakes,9/18/16,Conventional,1.28,2996317.15
Great_Lakes,9/18/16,Organic,1.65,94463.19
Great_Lakes,9/25/16,Conventional,1.37,2834326.48
Great_Lakes,9/25/16,Organic,1.51,130290.41
Great_Lakes,10/2/16,Conventional,1.38,2618805.67
Great_Lakes,10/2/16,Organic,1.76,105453.89
Great_Lakes,10/9/16,Conventional,1.35,2624202.9
Great_Lakes,10/9/16,Organic,1.36,146094.87
Great_Lakes,10/16/16,Conventional,1.4,2517672.23
Great_Lakes,10/16/16,Organic,1.35,147526.08
Great_Lakes,10/23/16,Conventional,1.35,2528597.22
Great_Lakes,10/23/16,Organic,1.43,139337.29
Great_Lakes,10/30/16,Conventional,1.36,2275351.91
Great_Lakes,10/30/16,Organic,1.86,112134.82
Great_Lakes,11/6/16,Conventional,1.48,2222383.47
Great_Lakes,11/6/16,Organic,1.25,175323.06
Great_Lakes,11/13/16,Conventional,1.41,2348814.17
Great_Lakes,11/13/16,Organic,1.58,123515.34
Great_Lakes,11/20/16,Conventional,1.23,2637621.79
Great_Lakes,11/20/16,Organic,1.47,115682.53
Great_Lakes,11/27/16,Conventional,1.18,2385048.43
Great_Lakes,11/27/16,Organic,1.49,96160.23
Great_Lakes,12/4/16,Conventional,0.97,3854099.9
Great_Lakes,12/4/16,Organic,1.47,117193.02
Great_Lakes,12/11/16,Conventional,1.03,3048518.15
Great_Lakes,12/11/16,Organic,1.1,167640.67
Great_Lakes,12/18/16,Conventional,1.11,2791515.27
Great_Lakes,12/18/16,Organic,1.31,112979.93
Great_Lakes,12/25/16,Conventional,1.11,2954314.99
Great_Lakes,12/25/16,Organic,1.48,95184.06
Great_Lakes,1/1/17,Conventional,0.88,4225245.4
Great_Lakes,1/1/17,Organic,1.44,104153.91
Great_Lakes,1/8/17,Conventional,0.99,4067134.96
Great_Lakes,1/8/17,Organic,1.55,100134.77
Great_Lakes,1/15/17,Conventional,1.05,3893220.87
Great_Lakes,1/15/17,Organic,1.7,103487.72
Great_Lakes,1/22/17,Conventional,0.95,4696372.14
Great_Lakes,1/22/17,Organic,1.19,155334.45
Great_Lakes,1/29/17,Conventional,1.01,3799154.1
Great_Lakes,1/29/17,Organic,1.35,129565.39
Great_Lakes,2/5/17,Conventional,0.73,6575186.76
Great_Lakes,2/5/17,Organic,1.14,149650.5
Great_Lakes,2/12/17,Conventional,0.88,4129136.03
Great_Lakes,2/12/17,Organic,1.08,162213.86
Great_Lakes,2/19/17,Conventional,1.1,3184221.55
Great_Lakes,2/19/17,Organic,0.9,226000.27
Great_Lakes,2/26/17,Conventional,1.08,3848715.52
Great_Lakes,2/26/17,Organic,0.94,253169.88
Great_Lakes,3/5/17,Conventional,1.24,3197341.66
Great_Lakes,3/5/17,Organic,0.83,318890.26
Great_Lakes,3/12/17,Conventional,1.38,2883466.63
Great_Lakes,3/12/17,Organic,1.08,206958.43
Great_Lakes,3/19/17,Conventional,1.39,2975356.86
Great_Lakes,3/19/17,Organic,1.55,137494.38
Great_Lakes,3/26/17,Conventional,1.42,3002195.77
Great_Lakes,3/26/17,Organic,1.08,244035.03
Great_Lakes,4/2/17,Conventional,1.41,3081036.18
Great_Lakes,4/2/17,Organic,1.51,179232.9
Great_Lakes,4/9/17,Conventional,1.41,3149013.04
Great_Lakes,4/9/17,Organic,1.36,201552.43
Great_Lakes,4/16/17,Conventional,1.36,3543152.49
Great_Lakes,4/16/17,Organic,1.36,221705.72
Great_Lakes,4/23/17,Conventional,1.38,3193269.98
Great_Lakes,4/23/17,Organic,1.71,134773.11
Great_Lakes,4/30/17,Conventional,1.38,3584134.9
Great_Lakes,4/30/17,Organic,1.84,142607.19
Great_Lakes,5/7/17,Conventional,1.1,5308891.12
Great_Lakes,5/7/17,Organic,1.74,146983.33
Great_Lakes,5/14/17,Conventional,1.19,3901825.7
Great_Lakes,5/14/17,Organic,1.68,143791.21
Great_Lakes,5/21/17,Conventional,1.34,3415474.26
Great_Lakes,5/21/17,Organic,1.59,150790.27
Great_Lakes,5/28/17,Conventional,1.37,3562841.46
Great_Lakes,5/28/17,Organic,1.72,160659.8
Great_Lakes,6/4/17,Conventional,1.33,3649478.04
Great_Lakes,6/4/17,Organic,1.69,156456.85
Great_Lakes,6/11/17,Conventional,1.27,3714237.95
Great_Lakes,6/11/17,Organic,1.13,261363.34
Great_Lakes,6/18/17,Conventional,1.12,4668135.31
Great_Lakes,6/18/17,Organic,1.56,148060.59
Great_Lakes,6/25/17,Conventional,1.15,3938985.06
Great_Lakes,6/25/17,Organic,1.59,130430.6
Great_Lakes,7/2/17,Conventional,1.18,4250394.01
Great_Lakes,7/2/17,Organic,1.58,169966.3
Great_Lakes,7/9/17,Conventional,1.2,4104371.46
Great_Lakes,7/9/17,Organic,1.62,153380.48
Great_Lakes,7/16/17,Conventional,1.38,3372297.92
Great_Lakes,7/16/17,Organic,1.64,209543.04
Great_Lakes,7/23/17,Conventional,1.47,3014558.52
Great_Lakes,7/23/17,Organic,1.68,208558.03
Great_Lakes,7/30/17,Conventional,1.44,3127451.33
Great_Lakes,7/30/17,Organic,1.65,178141.22
Great_Lakes,8/6/17,Conventional,1.42,3357719.29
Great_Lakes,8/6/17,Organic,1.65,125026.87
Great_Lakes,8/13/17,Conventional,1.57,2971011.18
Great_Lakes,8/13/17,Organic,1.54,129785.91
Great_Lakes,8/20/17,Conventional,1.44,3378088.25
Great_Lakes,8/20/17,Organic,1.6,133248.29
Great_Lakes,8/27/17,Conventional,1.49,2973144.04
Great_Lakes,8/27/17,Organic,1.73,150638.77
Great_Lakes,9/3/17,Conventional,1.73,2638911.89
Great_Lakes,9/3/17,Organic,1.82,157087.22
Great_Lakes,9/10/17,Conventional,1.81,2589499.71
Great_Lakes,9/10/17,Organic,1.82,148357.84
Great_Lakes,9/17/17,Conventional,1.86,2358162.43
Great_Lakes,9/17/17,Organic,1.84,151888.89
Great_Lakes,9/24/17,Conventional,1.83,2415482.04
Great_Lakes,9/24/17,Organic,1.89,179687.73
Great_Lakes,10/1/17,Conventional,1.89,2289168.77
Great_Lakes,10/1/17,Organic,1.72,180253.26
Great_Lakes,10/8/17,Conventional,1.98,2063573.51
Great_Lakes,10/8/17,Organic,1.7,191866.1
Great_Lakes,10/15/17,Conventional,1.86,2221613.58
Great_Lakes,10/15/17,Organic,1.68,197529.4
Great_Lakes,10/22/17,Conventional,1.75,2247856.71
Great_Lakes,10/22/17,Organic,1.68,190579.53
Great_Lakes,10/29/17,Conventional,1.52,2739607.48
Great_Lakes,10/29/17,Organic,1.7,176815.66
Great_Lakes,11/5/17,Conventional,1.26,3225071.95
Great_Lakes,11/5/17,Organic,1.69,169816.92
Great_Lakes,11/12/17,Conventional,1.19,3284210
Great_Lakes,11/12/17,Organic,1.64,159071.48
Great_Lakes,11/19/17,Conventional,1.23,2983690
Great_Lakes,11/19/17,Organic,1.53,133203.19
Great_Lakes,11/26/17,Conventional,1.38,2254700
Great_Lakes,11/26/17,Organic,1.52,141104.31
Great_Lakes,12/3/17,Conventional,1.15,3837027
Great_Lakes,12/3/17,Organic,1.52,139934.06
Great_Lakes,12/10/17,Conventional,1.18,3258080.63
Great_Lakes,12/10/17,Organic,1.49,148882.83
Great_Lakes,12/17/17,Conventional,1.22,3023285.74
Great_Lakes,12/17/17,Organic,1.42,161673.33
Great_Lakes,12/24/17,Conventional,1.3,2860693.26
Great_Lakes,12/24/17,Organic,1.5,170025.26
Great_Lakes,12/31/17,Conventional,0.92,4398887.92
Great_Lakes,12/31/17,Organic,1.29,202521.83
Great_Lakes,1/1/18,Conventional,0.92,4398887.92
Great_Lakes,1/1/18,Organic,1.29,202521.83
Great_Lakes,1/7/18,Conventional,1.11,4123104.83
Great_Lakes,1/7/18,Organic,1.4,224698.1
Great_Lakes,1/14/18,Conventional,1.31,3437563.27
Great_Lakes,1/14/18,Organic,1.45,243959.31
Great_Lakes,1/21/18,Conventional,1.08,4824586.17
Great_Lakes,1/21/18,Organic,1.41,235021.5
Great_Lakes,1/28/18,Conventional,1.18,3857262.14
Great_Lakes,1/28/18,Organic,1.42,200318.01
Great_Lakes,2/4/18,Conventional,0.81,7094764.73
Great_Lakes,2/4/18,Organic,1.45,185270.31
Great_Lakes,2/11/18,Conventional,1.05,4104031.93
Great_Lakes,2/11/18,Organic,1.44,175088.87
Great_Lakes,2/18/18,Conventional,1.2,3351722.04
Great_Lakes,2/18/18,Organic,1.45,157146.89
Great_Lakes,2/25/18,Conventional,1.19,3920643.53
Great_Lakes,2/25/18,Organic,1.49,176612.49
Great_Lakes,3/4/18,Conventional,1.27,3654450.88
Great_Lakes,3/4/18,Organic,1.33,222950.32
Great_Lakes,3/11/18,Conventional,1.22,3953699.57
Great_Lakes,3/11/18,Organic,1.31,324172.31
Great_Lakes,3/18/18,Conventional,1.16,3944850.17
Great_Lakes,3/18/18,Organic,1.3,320320.99
Great_Lakes,3/25/18,Conventional,1.18,4245947.2
Great_Lakes,3/25/18,Organic,1.47,182492.41
Great_Lakes,4/1/18,Conventional,1.23,3823014.19
Great_Lakes,4/1/18,Organic,1.4,202003.28
Great_Lakes,4/8/18,Conventional,1.2,3765622.14
Great_Lakes,4/8/18,Organic,1.43,205874.58
Great_Lakes,4/15/18,Conventional,1.12,5091963.45
Great_Lakes,4/15/18,Organic,1.46,208356.75
Great_Lakes,4/22/18,Conventional,1.09,4626031.46
Great_Lakes,4/22/18,Organic,1.45,215608.38
Great_Lakes,4/29/18,Conventional,1.21,3917834.41
Great_Lakes,4/29/18,Organic,1.4,239584.67
Great_Lakes,5/6/18,Conventional,0.87,7059591.58
Great_Lakes,5/6/18,Organic,1.47,219663.53
Great_Lakes,5/13/18,Conventional,1.03,4619011.81
Great_Lakes,5/13/18,Organic,1.44,225045.67
Great_Lakes,5/20/18,Conventional,1.16,3906285.89
Great_Lakes,5/20/18,Organic,1.46,235735.26
Great_Lakes,5/27/18,Conventional,1.18,4223314.84
Great_Lakes,5/27/18,Organic,1.2,450749.72
Great_Lakes,6/3/18,Conventional,1.19,4226079.91
Great_Lakes,6/3/18,Organic,1.22,400004.95
Great_Lakes,6/10/18,Conventional,1.19,4105136.03
Great_Lakes,6/10/18,Organic,1.33,337310.53
Great_Lakes,6/17/18,Conventional,1.19,4134267.24
Great_Lakes,6/17/18,Organic,0.94,520536.73
Great_Lakes,6/24/18,Conventional,0.99,5381230.51
Great_Lakes,6/24/18,Organic,1.14,303588.82
Great_Lakes,7/1/18,Conventional,1.1,4459370.18
Great_Lakes,7/1/18,Organic,1.48,208806.68
Great_Lakes,7/8/18,Conventional,1.13,4337787.49
Great_Lakes,7/8/18,Organic,1.43,216750.58
Great_Lakes,7/15/18,Conventional,1.12,4192461.62
Great_Lakes,7/15/18,Organic,1.51,202058.84
Great_Lakes,7/22/18,Conventional,1.09,4412028.34
Great_Lakes,7/22/18,Organic,1.43,215611.36
Great_Lakes,7/29/18,Conventional,1.13,4082696.89
Great_Lakes,7/29/18,Organic,1.38,213183.69
Great_Lakes,8/5/18,Conventional,1.17,3803017.66
Great_Lakes,8/5/18,Organic,1.37,216697.32
Great_Lakes,8/12/18,Conventional,1.22,3900554.67
Great_Lakes,8/12/18,Organic,1.53,164358.18
Great_Lakes,8/19/18,Conventional,1.13,4539821.1
Great_Lakes,8/19/18,Organic,1.6,172029.46
Great_Lakes,8/26/18,Conventional,1.39,3346047.06
Great_Lakes,8/26/18,Organic,1.61,165513.91
Great_Lakes,9/2/18,Conventional,1.41,3467274.85
Great_Lakes,9/2/18,Organic,1.64,187469.92
Great_Lakes,9/9/18,Conventional,1.33,3717531.81
Great_Lakes,9/9/18,Organic,1.63,179465.99
Great_Lakes,9/16/18,Conventional,1.34,3377258.26
Great_Lakes,9/16/18,Organic,1.66,180803.03
Great_Lakes,9/23/18,Conventional,1.31,3359719.69
Great_Lakes,9/23/18,Organic,1.63,189692.32
Great_Lakes,9/30/18,Conventional,1.17,3551684.67
Great_Lakes,9/30/18,Organic,1.64,180867.49
Great_Lakes,10/7/18,Conventional,1.06,4015135.14
Great_Lakes,10/7/18,Organic,1.64,187017.86
Great_Lakes,10/14/18,Conventional,1.05,3797062.66
Great_Lakes,10/14/18,Organic,1.47,223617.29
Great_Lakes,10/21/18,Conventional,1.1,3578605.08
Great_Lakes,10/21/18,Organic,1.38,232784.89
Great_Lakes,10/28/18,Conventional,1.11,3602860.44
Great_Lakes,10/28/18,Organic,1.4,195362.15
Great_Lakes,11/4/18,Conventional,1.12,3359436.59
Great_Lakes,11/4/18,Organic,1.36,198079.84
Great_Lakes,11/11/18,Conventional,1.02,4050240.66
Great_Lakes,11/11/18,Organic,1.39,199758.79
Great_Lakes,11/18/18,Conventional,1.15,3062728.18
Great_Lakes,11/18/18,Organic,1.4,199845.08
Great_Lakes,11/25/18,Conventional,1.27,2353835.87
Great_Lakes,11/25/18,Organic,1.48,175992.88
Great_Lakes,12/2/18,Conventional,1.33,2629604.72
Great_Lakes,12/2/18,Organic,1.36,190060.12
Midsouth,1/4/15,Conventional,1.1,2578275.12
Midsouth,1/4/15,Organic,1.56,58065.35
Midsouth,1/11/15,Conventional,1.17,2335986.11
Midsouth,1/11/15,Organic,1.52,65483.08
Midsouth,1/18/15,Conventional,1.19,2330829.2
Midsouth,1/18/15,Organic,1.65,52559.1
Midsouth,1/25/15,Conventional,1.15,2480820.72
Midsouth,1/25/15,Organic,1.63,54932.83
Midsouth,2/1/15,Conventional,0.99,3668037.65
Midsouth,2/1/15,Organic,1.44,72159.84
Midsouth,2/8/15,Conventional,1.06,2734006.98
Midsouth,2/8/15,Organic,1.58,64774.28
Midsouth,2/15/15,Conventional,1.17,2420829.45
Midsouth,2/15/15,Organic,1.48,67813.61
Midsouth,2/22/15,Conventional,1.1,2720346.71
Midsouth,2/22/15,Organic,1.4,75957.01
Midsouth,3/1/15,Conventional,1.14,2538981.6
Midsouth,3/1/15,Organic,1.61,62339.44
Midsouth,3/8/15,Conventional,1.21,2297509.11
Midsouth,3/8/15,Organic,1.62,73251.74
Midsouth,3/15/15,Conventional,1.19,2462108.11
Midsouth,3/15/15,Organic,1.65,58939.14
Midsouth,3/22/15,Conventional,1.11,2779012.66
Midsouth,3/22/15,Organic,1.53,57978.41
Midsouth,3/29/15,Conventional,1.18,2523110.39
Midsouth,3/29/15,Organic,1.65,64688.75
Midsouth,4/5/15,Conventional,1.19,2519677.31
Midsouth,4/5/15,Organic,1.65,68150.51
Midsouth,4/12/15,Conventional,1.13,2829416.58
Midsouth,4/12/15,Organic,1.53,76027.78
Midsouth,4/19/15,Conventional,1.18,2711008.32
Midsouth,4/19/15,Organic,1.51,84443.98
Midsouth,4/26/15,Conventional,1.2,2699614.5
Midsouth,4/26/15,Organic,1.46,83253.18
Midsouth,5/3/15,Conventional,1.07,3410467.52
Midsouth,5/3/15,Organic,1.34,102916.4
Midsouth,5/10/15,Conventional,1.17,2956859.19
Midsouth,5/10/15,Organic,1.28,107735.95
Midsouth,5/17/15,Conventional,1.18,2817008.33
Midsouth,5/17/15,Organic,1.24,130073.74
Midsouth,5/24/15,Conventional,1.14,3119050.91
Midsouth,5/24/15,Organic,1.37,107181.78
Midsouth,5/31/15,Conventional,1.14,3039403.06
Midsouth,5/31/15,Organic,1.44,89469.59
Midsouth,6/7/15,Conventional,1.14,2918298.91
Midsouth,6/7/15,Organic,1.47,84677.56
Midsouth,6/14/15,Conventional,1.09,3173051.42
Midsouth,6/14/15,Organic,1.6,75740.17
Midsouth,6/21/15,Conventional,1.13,2979417.82
Midsouth,6/21/15,Organic,1.65,67376.23
Midsouth,6/28/15,Conventional,1.14,2835630.41
Midsouth,6/28/15,Organic,1.62,67201.29
Midsouth,7/5/15,Conventional,1.13,3183419.6
Midsouth,7/5/15,Organic,1.61,72541.61
Midsouth,7/12/15,Conventional,1.13,2783554.82
Midsouth,7/12/15,Organic,1.51,72375.15
Midsouth,7/19/15,Conventional,1.14,2751192.77
Midsouth,7/19/15,Organic,1.51,69690.43
Midsouth,7/26/15,Conventional,1.15,2664424.22
Midsouth,7/26/15,Organic,1.52,67600.74
Midsouth,8/2/15,Conventional,1.14,2752081.97
Midsouth,8/2/15,Organic,1.71,68742.23
Midsouth,8/9/15,Conventional,1.15,2710710.15
Midsouth,8/9/15,Organic,1.65,81469.58
Midsouth,8/16/15,Conventional,1.14,2823405.23
Midsouth,8/16/15,Organic,1.7,69867.41
Midsouth,8/23/15,Conventional,1.12,2765838.1
Midsouth,8/23/15,Organic,1.7,74965.16
Midsouth,8/30/15,Conventional,1.18,2535192.78
Midsouth,8/30/15,Organic,1.7,69033.16
Midsouth,9/6/15,Conventional,1.08,3013825.75
Midsouth,9/6/15,Organic,1.67,74083.65
Midsouth,9/13/15,Conventional,1.09,2814803.06
Midsouth,9/13/15,Organic,1.75,62767.95
Midsouth,9/20/15,Conventional,1.13,2447264.74
Midsouth,9/20/15,Organic,1.72,54619.72
Midsouth,9/27/15,Conventional,1.11,2390611.02
Midsouth,9/27/15,Organic,1.76,52253.69
Midsouth,10/4/15,Conventional,1.18,2233935.94
Midsouth,10/4/15,Organic,1.73,53587.09
Midsouth,10/11/15,Conventional,1.13,2329757.67
Midsouth,10/11/15,Organic,1.53,60162.15
Midsouth,10/18/15,Conventional,1.05,2783170.15
Midsouth,10/18/15,Organic,1.66,57077.28
Midsouth,10/25/15,Conventional,1.13,2188485.29
Midsouth,10/25/15,Organic,1.7,55916.99
Midsouth,11/1/15,Conventional,1.08,2511760.36
Midsouth,11/1/15,Organic,1.61,54907.07
Midsouth,11/8/15,Conventional,1.04,2503008.26
Midsouth,11/8/15,Organic,1.66,49231.83
Midsouth,11/15/15,Conventional,1.02,2355839.19
Midsouth,11/15/15,Organic,1.7,45159.24
Midsouth,11/22/15,Conventional,1.06,1903245
Midsouth,11/22/15,Organic,1.66,46456.92
